User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIAZAMVRY3OTACKDBI3,2021-02-24T06:46:23Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",a8f23779-3f92-4d34-8aea-04d43b9810ce,dbf2d648-7f90-45f2-b58b-8b6c4412cf8c,false,AwsApiCall,619325802205,Management
root,,2021-02-24T06:45:39Z,signin.amazonaws.com,ConsoleLogin,us-east-1,68.108.221.135,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,bf6be007-97ed-49c2-b55d-c6c768aba75e,false,AwsConsoleSignIn,619325802205,Management
CloudTrail,ASIAZAMVRY3O4Y3VVEGI,2021-02-24T06:44:35Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",5e85c139-b0e4-47e4-9fd0-263d7b969239,102c2f93-9d39-4c0d-a74a-09c72c61317f,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4Y3VVEGI,2021-02-24T06:44:35Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:619325802205:trail/Udacity_Trail""}]",69793969-ea65-450a-b4cb-c916fbb0d34d,403a9e28-4005-4bf6-8354-5eff068e5282,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4Y3VVEGI,2021-02-24T06:44:35Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,68.108.221.135,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-2f0d6683""}]",A7252D4DC03F0C7F,72ec32ea-fe67-4b61-80d3-2921729967f5,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4Y3VVEGI,2021-02-24T06:44:35Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:619325802205:trail/Udacity_Trail""}]",effb9839-b35e-423e-a5ac-f311ed90f3ee,bab4fa71-8fc3-40f9-8b8b-889942260485,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4Y3VVEGI,2021-02-24T06:44:35Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:619325802205:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-2f0d6683""}]",81f2aa5b-b2d0-4260-9894-8ac7ee55960f,d1f16fee-0ec0-43e6-8dce-e2af15297e56,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4Y3VVEGI,2021-02-24T06:44:34Z,s3.amazonaws.com,CreateBucket,us-east-1,68.108.221.135,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-2f0d6683""}]",6Y4MAP4R4V4V7N2G,4c8e4ac5-786f-4191-8ca5-0fb6805cafb5,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4Y3VVEGI,2021-02-24T06:44:34Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,68.108.221.135,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-2f0d6683""}]",D2C3D49B0771BE01,b9a3d4d9-2ffd-46ac-9df5-a697c2e82cf1,false,AwsApiCall,619325802205,Management
CloudTrail,,2021-02-24T06:43:16Z,signin.amazonaws.com,ConsoleLogin,us-east-1,68.108.221.135,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,d5bb380c-9bcf-4e4a-9c89-eb8b53d52c81,false,AwsConsoleSignIn,619325802205,Management
root,ASIAZAMVRY3O4QSCW2H7,2021-02-24T06:42:33Z,s3.amazonaws.com,DeleteBucket,us-east-1,68.108.221.135,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-de999e36""}]",4T5ZFQ2REJ7RAJ7M,9b182928-bbb8-4160-bc76-4bd7bfde6aab,false,AwsApiCall,619325802205,Management
root,ASIAZAMVRY3O4QSCW2H7,2021-02-24T06:42:05Z,s3.amazonaws.com,DeleteBucket,us-east-1,68.108.221.135,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-d764ffc1""}]",F810E08FB3A4020F,d91f9cd5-bec9-4a67-b91d-52e23d90260c,false,AwsApiCall,619325802205,Management
root,ASIAZAMVRY3O4QSCW2H7,2021-02-24T06:41:28Z,s3.amazonaws.com,DeleteBucket,us-east-1,68.108.221.135,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-42b2657f""}]",B7CD53F17BDF50BD,4d3a30a6-1cc6-40d2-94e2-dd541deb0b0a,false,AwsApiCall,619325802205,Management
root,,2021-02-24T06:40:28Z,signin.amazonaws.com,ConsoleLogin,us-east-1,68.108.221.135,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,02342f6a-7bc1-4b50-9b2f-fd8ee0660f00,false,AwsConsoleSignIn,619325802205,Management
CloudTrail,ASIAZAMVRY3O4HY274IC,2021-02-24T06:40:06Z,cloudtrail.amazonaws.com,DeleteTrail,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:619325802205:trail/CloudTrail""}]",7481f779-f297-4e26-8a38-ce8ef912e811,d5cf6da3-2cd0-403a-8561-e1a6387e2f40,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4HY274IC,2021-02-24T06:38:31Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:619325802205:trail/CloudTrail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-de999e36""}]",fa3f1156-d645-479d-b5e0-dbf4377ee2ab,2c779e09-d367-4948-8996-0bd84ee96450,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4HY274IC,2021-02-24T06:38:31Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,68.108.221.135,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-de999e36""}]",4320B148F0ED6812,78be8b61-957a-4bea-ae50-e516e67e3f8f,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4HY274IC,2021-02-24T06:38:31Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:619325802205:trail/CloudTrail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""CloudTrail""}]",c274fc9b-7c87-4e48-9ec8-ced7afe32e81,7aad8365-afc1-42f5-8f33-6e5e4f7ef902,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4HY274IC,2021-02-24T06:38:31Z,s3.amazonaws.com,CreateBucket,us-east-1,68.108.221.135,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-de999e36""}]",364E2E231E32031A,7e86c452-9118-446d-8563-3431d653fe2b,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4HY274IC,2021-02-24T06:38:31Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,68.108.221.135,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-619325802205-de999e36""}]",31C5A68B60B60E83,8383ad74-b888-47a3-81fa-050ea06277b7,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4HY274IC,2021-02-24T06:38:31Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""CloudTrail""}]",917c7864-0bd3-4fb6-91d2-ccd4e398ef2e,9eacaf32-e807-4c24-895f-afcd0f03ae04,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4HY274IC,2021-02-24T06:38:31Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:619325802205:trail/CloudTrail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""CloudTrail""}]",c9642c2e-38c1-4659-ac3b-b98d38c7cd8e,ba2ae50d-2433-4f57-8a55-8ef3fd6dcdef,false,AwsApiCall,619325802205,Management
CloudTrail,ASIAZAMVRY3O4HY274IC,2021-02-24T06:35:33Z,cloudtrail.amazonaws.com,DeleteTrail,us-east-1,68.108.221.135,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:619325802205:trail/Udacity_Trail""}]",26ec7455-6cc2-448a-aa41-86be8404e729,0f5be2a3-f747-4b8f-8abe-e3c1c7e3c91d,false,AwsApiCall,619325802205,Management
